compound_id,standard_inchi_key,compound_name,synonym,target_id,target_pref_name,gene_names,wildtype_or_mutant,mutation_info,pubmed_id,standard_type,standard_relation,standard_value,standard_units,activity_comment,ep_action_mode,assay_format,assaytype,assay_subtype,inhibitor_type,detection_tech,assay_cell_line,compound_concentration_value,compound_concentration_value_unit,substrate_type,substrate_relation,substrate_value,substrate_units,assay_description,title,journal,doc_type,annotation_comments
CHEMBL918,XPFRXWCVYUEORT-UHFFFAOYSA-N,PHENACEMIDE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL918,XPFRXWCVYUEORT-UHFFFAOYSA-N,PHENACEMIDE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL455221,XPMTXFPUXPYNCB-LSDHHAIUSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,19201198,IC50,=,16540,NM,,"",cell_based,"","","","",,,,,,,,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK cells,"2,5-Disubstituted tetrahydrofurans as selective serotonin re-uptake inhibitors.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL455221,XPMTXFPUXPYNCB-LSDHHAIUSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,19201198,KI,=,3868,NM,,"",cell_based,"","","","",,,,,,,,Displacement of [125I]RTI55 from human DAT expressed in HEK cells,"2,5-Disubstituted tetrahydrofurans as selective serotonin re-uptake inhibitors.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL204586,XPPDUQXXSFOWGY-JCOPYZAKSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16509591,KI,=,1.4,NM,,"","","","","","",,,,,,,,Displacement of [125I]RTI-55 from DAT,Design and synthesis of promiscuous high-affinity monoamine transporter ligands: unraveling transporter selectivity.,J. Med. Chem.,PUBLICATION,
CHEMBL382783,XPPDUQXXSFOWGY-LNLSOMNWSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16509591,KI,=,6.9,NM,,"","","","","","",,,,,,,,Displacement of [125I]RTI-55 from DAT,Design and synthesis of promiscuous high-affinity monoamine transporter ligands: unraveling transporter selectivity.,J. Med. Chem.,PUBLICATION,
CHEMBL210028,XPYLNZBNFQMTKZ-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16750359,IC50,,,,Not Determined,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of DA transporter expressed in HEK293 cells,"N-(1,2-diphenylethyl)piperazines: a new class of dual serotonin/noradrenaline reuptake inhibitor.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL788,XQFRJNBWHJMXHO-RRKCRQDMSA-N,IDOXURIDINE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL788,XQFRJNBWHJMXHO-RRKCRQDMSA-N,IDOXURIDINE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL575132,XQGCYOUBZLLPMY-AEFFLSMTSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,19713106,INHIBITION,=,8,%,,"",cell_based,"","","","",CHO,,,,,,,Displacement of [3H]WIN-35428 from human DAT expressed in CHO cells,Structure-activity relationships of the 1-amino-3-(1H-indol-1-yl)-3-phenylpropan-2-ol series of monoamine reuptake inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL571536,XQHYQPRYOHIDGH-SNVBAGLBSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,19740658,IC50,>,40000,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of dopamine reuptake at human dopamine transporter expressed in HEK293 cells after 5 mins by scintillation counting,Design and optimisation of selective serotonin re-uptake inhibitors with high synthetic accessibility: part 2.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2047582,XQLBAPHRSPLANO-HTAPYJJXSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,22608762,INHIBITION,=,68,%,,"",cell_based,"","","","",CHO,,,,,,,Inhibition of [3H]dopamine uptake at human DAT expressed in CHO cells at 10 uM after 10 mins by scintillation counting,Synthesis and antidepressant activity of arylalkanol-piperidine derivatives as triple reuptake inhibitors.,Eur. J. Med. Chem.,PUBLICATION,
CHEMBL2047581,XQLBAPHRSPLANO-VGOFRKELSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,22608762,INHIBITION,=,70,%,,"",cell_based,"","","","",CHO,,,,,,,Inhibition of [3H]dopamine uptake at human DAT expressed in CHO cells at 10 uM after 10 mins by scintillation counting,Synthesis and antidepressant activity of arylalkanol-piperidine derivatives as triple reuptake inhibitors.,Eur. J. Med. Chem.,PUBLICATION,
CHEMBL470481,XQNGYGNOPUIZQG-RMRYJAPISA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18557608,ACTIVITY,=,15,%,,"",cell_based,"","","","",CHO,,,,,,,Displacement of [3H]WIN-35428 from human recombinant dopamine transporter expressed in CHO cells at 1000 nM,Structure-activity relationships of the cycloalkanol ethylamine scaffold: discovery of selective norepinephrine reuptake inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL469476,XQNGYGNOPUIZQG-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18557608,ACTIVITY,=,13,%,,"",cell_based,"","","","",CHO,,,,,,,Displacement of [3H]WIN-35428 from human recombinant dopamine transporter expressed in CHO cells at 1000 nM,Structure-activity relationships of the cycloalkanol ethylamine scaffold: discovery of selective norepinephrine reuptake inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL470482,XQNGYGNOPUIZQG-ZEECNFPPSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18557608,ACTIVITY,=,13,%,,"",cell_based,"","","","",CHO,,,,,,,Displacement of [3H]WIN-35428 from human recombinant dopamine transporter expressed in CHO cells at 1000 nM,Structure-activity relationships of the cycloalkanol ethylamine scaffold: discovery of selective norepinephrine reuptake inhibitors.,J. Med. Chem.,PUBLICATION,
CHEMBL204814,XQOCAAJLFFVLEP-QDSLRZTOSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16509591,KI,=,12,NM,,"","","","","","",,,,,,,,Displacement of [125I]RTI-55 from DAT,Design and synthesis of promiscuous high-affinity monoamine transporter ligands: unraveling transporter selectivity.,J. Med. Chem.,PUBLICATION,
CHEMBL204814,XQOCAAJLFFVLEP-QDSLRZTOSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16509591,KI,=,17,NM,,"","","","","","",,,,,,,,Inhibition of [3H]DA uptake,Design and synthesis of promiscuous high-affinity monoamine transporter ligands: unraveling transporter selectivity.,J. Med. Chem.,PUBLICATION,
CHEMBL381842,XQOCAAJLFFVLEP-ZXVJYWQYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16509591,KI,=,6.3,NM,,"","","","","","",,,,,,,,Displacement of [125I]RTI-55 from DAT,Design and synthesis of promiscuous high-affinity monoamine transporter ligands: unraveling transporter selectivity.,J. Med. Chem.,PUBLICATION,
CHEMBL381842,XQOCAAJLFFVLEP-ZXVJYWQYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,16509591,KI,=,13,NM,,"","","","","","",,,,,,,,Inhibition of [3H]DA uptake,Design and synthesis of promiscuous high-affinity monoamine transporter ligands: unraveling transporter selectivity.,J. Med. Chem.,PUBLICATION,
CHEMBL403148,XQRFKDJVDZKQDO-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18060777,KI,=,7000,NM,,"","","","","","",,,,,,,,Binding affinity to human DAT,Synthesis and biological activity of piperazine and diazepane amides that are histamine H3 antagonists and serotonin reuptake inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1683895,XQUUVZDIAMCEHA-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,21310609,IC50,=,384,NM,,"","","","","","",,,,,,,,Inhibition of human recombinant dopamine transporter,"Discovery of N-methyl-1-(1-phenylcyclohexyl)methanamine, a novel triple serotonin, norepinephrine, and dopamine reuptake inhibitor.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL19224,XQYZDYMELSJDRZ-UHFFFAOYSA-N,PAPAVERINE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL19224,XQYZDYMELSJDRZ-UHFFFAOYSA-N,PAPAVERINE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL712,XRCFXMGQEVUZFC-UHFFFAOYSA-N,ANISINDIONE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL712,XRCFXMGQEVUZFC-UHFFFAOYSA-N,ANISINDIONE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL2179222,XRDVQWJPAZZLKN-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,23006002,KI,=,3221,NM,,"","","","","","",,,,,,,,Binding affinity to dopamine transporter,"Design, Synthesis, and Pharmacological Evaluation of Piperidin-4-yl amino aryl sulfonamides: Novel, Potent, Selective, Orally Active, and Brain Penetrant 5-HT(6) Receptor Antagonists.",J. Med. Chem.,PUBLICATION,
CHEMBL1463,XRECTZIEBJDKEO-UHFFFAOYSA-N,FLUCYTOSINE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1463,XRECTZIEBJDKEO-UHFFFAOYSA-N,FLUCYTOSINE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL397490,XRGOEISCAQSORF-GHMZBOCLSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,17446076,KI,=,322,NM,,"",cell_based,"","","","",,,,,,,,Displacement of [125I]RTI55 from human DAT expressed in COS1 cell membrane,"Synthesis, inhibition and binding of simple non-nitrogen inhibitors of monoamine transporters.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL397490,XRGOEISCAQSORF-GHMZBOCLSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,17446076,KI,=,59400,NM,,"",cell_based,"","","","",,,,,,,,Displacement of [125I]RTI55 from human DAT expressed in COS1 cell membrane,"Synthesis, inhibition and binding of simple non-nitrogen inhibitors of monoamine transporters.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL1171425,XRHNNEJZJBTDKD-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,20570146,KI,=,501.19,NM,,"",cell_based,"","","","",HEK293,,,,,,,Displacement of [3H]-Vanoxerine from DAT expressed in HEK293 cells by scintillation proximity assay,2-Substituted N-aryl piperazines as novel triple reuptake inhibitors for the treatment of depression.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL420333,XRLXHADLAXWZDU-WVEVRRLPSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,8558504,IC50,=,909,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to the dopamine transporter in the cynomolgus (macaca fascicularis) monkey caudate-putamen.,"2-Carbomethoxy-3-(diarylmethoxy)-1 alpha H, 5 alpha H-tropane analogs: synthesis and inhibition of binding at the dopamine transporter and comparison with piperazines of the GBR series.",J. Med. Chem.,PUBLICATION,
CHEMBL503378,XROTXTXRLBZJNT-HNNXBMFYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18621528,KI,=,3340,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells by SPA,Derivatives of (3S)-N-(biphenyl-2-ylmethyl)pyrrolidin-3-amine as selective noradrenaline reuptake inhibitors: Reducing P-gp mediated efflux by modulation of H-bond acceptor capacity.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1683892,XRXPUZOKWCSSLL-UHFFFAOYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,21310609,IC50,=,3639,NM,,"","","","","","",,,,,,,,Inhibition of human recombinant dopamine transporter,"Discovery of N-methyl-1-(1-phenylcyclohexyl)methanamine, a novel triple serotonin, norepinephrine, and dopamine reuptake inhibitor.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL945,XSDQTOBWRPYKKA-UHFFFAOYSA-N,AMILORIDE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL945,XSDQTOBWRPYKKA-UHFFFAOYSA-N,AMILORIDE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1512,XSFJVAJPIHIPKU-XWCQMRHXSA-N,FLUNISOLIDE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1512,XSFJVAJPIHIPKU-XWCQMRHXSA-N,FLUNISOLIDE,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),"","","","","","",CHO-K1,,,,,,,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1643654,XSRDSAWNNVBILO-UMAGBFNSSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,21146984,IC50,=,32.7,NM,,"","","","","","",,,,,,,,Displacement of [3H]WIN35428 from human DAT transfected cell membrane,The synthesis and biological evaluation of 2-(3-methyl or 3-phenylisoxazol-5-yl)-3-aryl-8-thiabicyclo[3.2.1]octanes.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1643664,XSRDSAWNNVBILO-VVBDHPJYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,21146984,IC50,=,7.2,NM,,"","","","","","",,,,,,,,Displacement of [3H]WIN35428 from human DAT transfected cell membrane,The synthesis and biological evaluation of 2-(3-methyl or 3-phenylisoxazol-5-yl)-3-aryl-8-thiabicyclo[3.2.1]octanes.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1945126,XSYGBVSQKPLETJ-ANULTFPQSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,22300887,KI,=,13.49,NM,,"",cell_based,"","","","",HEK293,,,,,,,Displacement of [3H]WIN35428 from human cloned DAT receptor expressed in human HEK293 cells,QSAR study and synthesis of new phenyltropanes as ligands of the dopamine transporter (DAT).,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL327314,XSYGBVSQKPLETJ-JSRAGOMMSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,9276012,IC50,=,1750,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to the dopamine transporter (DAT) in monkey caudate-putamen.,2-Carbomethoxy-3-aryl-8-oxabicyclo[3.2.1]octanes: potent non-nitrogen inhibitors of monoamine transporters.,J. Med. Chem.,PUBLICATION,
CHEMBL327314,XSYGBVSQKPLETJ-JSRAGOMMSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,9276012,IC50,=,21900,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to the dopamine transporter (DAT) in monkey caudate-putamen.,2-Carbomethoxy-3-aryl-8-oxabicyclo[3.2.1]octanes: potent non-nitrogen inhibitors of monoamine transporters.,J. Med. Chem.,PUBLICATION,
CHEMBL607377,XSYGBVSQKPLETJ-NFYVFUGESA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,8027983,IC50,=,1750,NM,,"","","","","","",,,,,,,,Displacement of [3H]WIN-35428 from monkey dopamine transporter,The discovery of an unusually selective and novel cocaine analog: difluoropine. Synthesis and inhibition of binding at cocaine recognition sites.,J. Med. Chem.,PUBLICATION,
CHEMBL607377,XSYGBVSQKPLETJ-NFYVFUGESA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,8027983,IC50,=,2040,NM,,"","","","","","",,,,,,,,Displacement of [3H]WIN-35428 from monkey dopamine transporter,The discovery of an unusually selective and novel cocaine analog: difluoropine. Synthesis and inhibition of binding at cocaine recognition sites.,J. Med. Chem.,PUBLICATION,
CHEMBL607377,XSYGBVSQKPLETJ-NFYVFUGESA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,8027983,IC50,=,3840,NM,,"","","","","","",,,,,,,,Displacement of [3H]WIN-35428 from monkey dopamine transporter,The discovery of an unusually selective and novel cocaine analog: difluoropine. Synthesis and inhibition of binding at cocaine recognition sites.,J. Med. Chem.,PUBLICATION,
CHEMBL607377,XSYGBVSQKPLETJ-NFYVFUGESA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,8027983,IC50,=,8900,NM,,"","","","","","",,,,,,,,Displacement of [3H]WIN-35428 from monkey dopamine transporter,The discovery of an unusually selective and novel cocaine analog: difluoropine. Synthesis and inhibition of binding at cocaine recognition sites.,J. Med. Chem.,PUBLICATION,
CHEMBL607377,XSYGBVSQKPLETJ-NFYVFUGESA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,9276012,IC50,=,2040,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to the dopamine transporter (DAT) in monkey caudate-putamen.,2-Carbomethoxy-3-aryl-8-oxabicyclo[3.2.1]octanes: potent non-nitrogen inhibitors of monoamine transporters.,J. Med. Chem.,PUBLICATION,
CHEMBL607377,XSYGBVSQKPLETJ-NFYVFUGESA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,9276012,IC50,=,3380,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to the dopamine transporter (DAT) in monkey caudate-putamen.,2-Carbomethoxy-3-aryl-8-oxabicyclo[3.2.1]octanes: potent non-nitrogen inhibitors of monoamine transporters.,J. Med. Chem.,PUBLICATION,
CHEMBL310650,XSYGBVSQKPLETJ-NSKBAKJYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,8027983,IC50,=,10.9,NM,,"","","","","","",,,,,,,,Displacement of [3H]WIN-35428 from monkey dopamine transporter,The discovery of an unusually selective and novel cocaine analog: difluoropine. Synthesis and inhibition of binding at cocaine recognition sites.,J. Med. Chem.,PUBLICATION,
CHEMBL310650,XSYGBVSQKPLETJ-NSKBAKJYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,9276012,IC50,=,10.9,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to the dopamine transporter (DAT) in monkey caudate-putamen.,2-Carbomethoxy-3-aryl-8-oxabicyclo[3.2.1]octanes: potent non-nitrogen inhibitors of monoamine transporters.,J. Med. Chem.,PUBLICATION,
CHEMBL310650,XSYGBVSQKPLETJ-NSKBAKJYSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,9276012,IC50,=,13500,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to the dopamine transporter (DAT) in monkey caudate-putamen.,2-Carbomethoxy-3-aryl-8-oxabicyclo[3.2.1]octanes: potent non-nitrogen inhibitors of monoamine transporters.,J. Med. Chem.,PUBLICATION,
CHEMBL607430,XSYGBVSQKPLETJ-OSIBBQKWSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,8027983,IC50,=,11700,NM,,"","","","","","",,,,,,,,Displacement of [3H]WIN-35428 from monkey dopamine transporter,The discovery of an unusually selective and novel cocaine analog: difluoropine. Synthesis and inhibition of binding at cocaine recognition sites.,J. Med. Chem.,PUBLICATION,
CHEMBL607430,XSYGBVSQKPLETJ-OSIBBQKWSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,8027983,IC50,=,21900,NM,,"","","","","","",,,,,,,,Displacement of [3H]WIN-35428 from monkey dopamine transporter,The discovery of an unusually selective and novel cocaine analog: difluoropine. Synthesis and inhibition of binding at cocaine recognition sites.,J. Med. Chem.,PUBLICATION,
CHEMBL2373379,XSYGBVSQKPLETJ-QEMIJWRASA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,8558504,IC50,=,10.9,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to the dopamine transporter in the cynomolgus (macaca fascicularis) monkey caudate-putamen.,"2-Carbomethoxy-3-(diarylmethoxy)-1 alpha H, 5 alpha H-tropane analogs: synthesis and inhibition of binding at the dopamine transporter and comparison with piperazines of the GBR series.",J. Med. Chem.,PUBLICATION,
CHEMBL607431,XSYGBVSQKPLETJ-RQZKWSAFSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,8027983,IC50,=,3380,NM,,"","","","","","",,,,,,,,Displacement of [3H]WIN-35428 from monkey dopamine transporter,The discovery of an unusually selective and novel cocaine analog: difluoropine. Synthesis and inhibition of binding at cocaine recognition sites.,J. Med. Chem.,PUBLICATION,
CHEMBL89284,XSYGBVSQKPLETJ-VFUGHAIPSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,9276012,IC50,=,3840,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to the dopamine transporter (DAT) in monkey caudate-putamen.,2-Carbomethoxy-3-aryl-8-oxabicyclo[3.2.1]octanes: potent non-nitrogen inhibitors of monoamine transporters.,J. Med. Chem.,PUBLICATION,
CHEMBL89284,XSYGBVSQKPLETJ-VFUGHAIPSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,9276012,IC50,=,8900,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to the dopamine transporter (DAT) in monkey caudate-putamen.,2-Carbomethoxy-3-aryl-8-oxabicyclo[3.2.1]octanes: potent non-nitrogen inhibitors of monoamine transporters.,J. Med. Chem.,PUBLICATION,
CHEMBL259765,XSZZVXRYXJUWCA-QZTJIDSGSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18387300,KI,,,,Not Determined,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells,Design and synthesis of morpholine derivatives. SAR for dual serotonin & noradrenaline reuptake inhibition.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL260258,XSZZVXRYXJUWCA-ROUUACIJSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18387300,KI,=,3080,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells,Design and synthesis of morpholine derivatives. SAR for dual serotonin & noradrenaline reuptake inhibition.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL333331,XTEKMJCKVNQZRJ-WVEVRRLPSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,8558504,IC50,=,91.4,NM,,"","","","","","",,,,,,,,Inhibition of [3H]WIN-35428 binding to the dopamine transporter in the cynomolgus (macaca fascicularis) monkey caudate-putamen.,"2-Carbomethoxy-3-(diarylmethoxy)-1 alpha H, 5 alpha H-tropane analogs: synthesis and inhibition of binding at the dopamine transporter and comparison with piperazines of the GBR series.",J. Med. Chem.,PUBLICATION,
CHEMBL255448,XTOFIVJPRPHPAF-WCQYABFASA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,18468895,IC50,>,10000,NM,,"",cell_based,"","","","",HEK293,,,,,,,Inhibition of dopamine uptake at human DAT expressed in HEK293 cells,Studies on a series of milnacipran analogs containing a heteroaromatic group as potent norepinephrine and serotonin transporter inhibitors.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL360328,XTTZERNUQAFMOF-QMMMGPOBSA-N,LORCASERIN,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,19284718,KI,>,10000,NM,,"","","","","","",,,,,,,,Displacement of [3H]WIN-35428 from DAT,Selective 5-hydroxytryptamine 2C receptor agonists derived from the lead compound tranylcypromine: identification of drugs with antidepressant-like action.,J. Med. Chem.,PUBLICATION,
CHEMBL294105,XTYJQBUILMRWGE-GZAGPRJLSA-N,,,Q01959,DOPAMINE TRANSPORTER,SLC6A3,,,10821718,KI,=,910,NM,,"",cell_based,"","","","",,,,,,,,Compound was evaluated for inhibition of [3H]DA uptake in HEK-hDAT cells expressing Human dopamine Transporter,Novel conformationally constrained tropane analogues by 6-endo-trig radical cyclization and stille coupling - switch of activity toward the serotonin and/or norepinephrine transporter.,J. Med. Chem.,PUBLICATION,
