,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,pubchem_cid,smiles_pc,Standard Type,Standard Relation,Standard Value,Standard Units,pIC50_BSEP,relation_BSEP,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,casn,aenm,pIC50_BSEP_tcpl,spid,pIC50_BSEP_adj,pIC50_BSEP_tcpl_adj,Morgan,SMDC,CRADA,Hafey
1489,,pimobendan,,,,,pimobendan,COc1ccc(cc1)-c1nc2cc(ccc2[nH]1)C1=NNC(=O)CC1C,4823,CC1CC(=O)NN=C1C2=CC3=C(C=C2)N=C(N3)C4=CC=C(C=C4)OC,4823,,,,4,>,,,,,,,,,,,,,,,,,,,,,,,SMDC,,,,,,4823,,4,84,3,3,0,1,0,0
1490,CHEMBL1423,PIMOZIDE,4,461.56,1,5.86,Pimozide,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,IC50,'<',10000,nM,5,<,,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,PIMOZIDE,,5,,6,6,0,0,0,0
1491,CHEMBL1159,PINACIDIL,4,245.33,0,2.35,Pinacidil,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,4826,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1,IC50,'=',348100,nM,3.458295977,,Outside typical range,,UO_0000065,,,,,0,CHEMBL3540573,Inhibition of human BSEP expressed in plasma membrane vesicles of Sf21 cells assessed as inhibition of ATP-dependent [3H]taurocholate uptake,B,BAO_0000249,cell membrane format,Homo sapiens,None,None,Sf21,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL3526080,1,Scientific Literature,Drug Metab. Dispos.,2012,CHEMBL4106362,PINACIDIL,,3.458295977,,3.458295977,3.458295977,0,0,0,0
1492,CHEMBL1159,PINACIDIL,4,245.33,0,2.35,AZ67,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,4826,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1,IC50,'=',161300,nM,3.792365633,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,PINACIDIL,,3.792365633,,3.792365633,3.792365633,0,0,0,0
1493,CHEMBL500,PINDOLOL,4,248.33,0,1.91,Pindolol,CC(C)NCC(O)COc1cccc2[nH]ccc12,4828,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,IC50,'>',135000,nM,3.869666232,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4011663,Inhibition of human BSEP expressed in fall armyworm sf9 cell plasma membrane vesicles assessed as reduction in vesicle-associated [3H]-taurocholate transport preincubated for 10 mins prior to ATP addition measured after 15 mins in presence of [3H]-taurocholate by topcount based membrane vesicle transport assay,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4011581,1,Scientific Literature,Toxicol Sci,2010,None,4828,,3.869666232,645,2.869666232,2.869666232,1,0,0,0
1494,CHEMBL500,PINDOLOL,4,248.33,0,1.91,Pindolol,CC(C)NCC(O)COc1cccc2[nH]ccc12,4828,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4828,,3.876148359,645,2.876148359,2.876148359,1,0,0,0
1495,CHEMBL595,PIOGLITAZONE,4,356.45,0,3.16,Pioglitazone,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,4829,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,IC50,'=',300,nM,6.52,,,,UO_0000065,18.3,0.36,3.36,9.55,0,CHEMBL3540573,Inhibition of human BSEP expressed in plasma membrane vesicles of Sf21 cells assessed as inhibition of ATP-dependent [3H]taurocholate uptake,B,BAO_0000249,cell membrane format,Homo sapiens,None,None,Sf21,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL3526080,1,Scientific Literature,Drug Metab. Dispos.,2012,CHEMBL4106362,4829,,6.52,417,6.52,6.52,1,0,0,0
1496,CHEMBL595,PIOGLITAZONE,4,356.45,0,3.16,Pioglitazone,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,4829,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,IC50,'=',400,nM,6.4,,,,UO_0000065,,,,,1,CHEMBL4011663,Inhibition of human BSEP expressed in fall armyworm sf9 cell plasma membrane vesicles assessed as reduction in vesicle-associated [3H]-taurocholate transport preincubated for 10 mins prior to ATP addition measured after 15 mins in presence of [3H]-taurocholate by topcount based membrane vesicle transport assay,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4011581,1,Scientific Literature,Toxicol Sci,2010,None,4829,,6.4,417,6.4,6.4,1,0,0,0
1497,CHEMBL595,PIOGLITAZONE,4,356.45,0,3.16,Pioglitazone,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,4829,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,IC50,'=',400,nM,6.4,,,,UO_0000065,,,,,0,CHEMBL4011672,Inhibition of recombinant human BSEP expressed in baculovirus infected sf9 cell plasma membrane vesicles assessed as reduction in ATP-dependent [3H]-taurocholate uptake in to vesicles preincubated for 10 mins followed by ATP addition measured after 10 to 15 mins by TopCount method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4011582,1,Scientific Literature,Hepatology,2014,None,4829,,6.4,417,6.4,6.4,1,0,0,0
1498,CHEMBL595,PIOGLITAZONE,4,356.45,0,3.16,Pioglitazone,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,4829,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,IC50,'=',262.1,nM,6.58,,,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,4829,,6.58,417,6.58,6.58,1,0,0,0
1499,CHEMBL595,PIOGLITAZONE,4,356.45,0,3.16,Pioglitazone,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,4829,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,IC50,'=',400,nM,6.4,,,,UO_0000065,,,,,1,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4829,,6.4,417,6.4,6.4,1,0,0,0
1500,CHEMBL702,PIPERACILLIN,4,517.56,1,-0.24,Piperacillin,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,43672,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,IC50,'=',197400,nM,3.704652852,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,43672,,3.704652852,314,3.704652852,3.704652852,0,0,0,0
1501,CHEMBL1200820,PIPERACILLIN SODIUM,4,539.55,1,-0.24,Piperacillin sodium salt,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)[O-])C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O.[Na+],23666879,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].[Na+],IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,23666879,,3.876148359,Chembl_txp_147,2.876148359,2.876148359,1,0,0,0
1502,CHEMBL1201131,PIPERONYL BUTOXIDE,4,338.44,0,3.72,Piperonyl butoxide,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,5794,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,IC50,'<',10000,nM,5,<,,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,5794,,5,DTXSID1021166,6,6,0,0,0,0
1503,CHEMBL36715,PIRACETAM,4,142.16,0,-0.91,Piracetam,NC(=O)CN1CCCC1=O,4843,C1CC(=O)N(C1)CC(=O)N,IC50,'>',1000000,nM,3,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,4843,,3,526,2,2,1,0,0,0
1504,CHEMBL36715,PIRACETAM,4,142.16,0,-0.91,Piracetam,NC(=O)CN1CCCC1=O,4843,C1CC(=O)N(C1)CC(=O)N,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4843,,3.876148359,526,2.876148359,2.876148359,1,0,0,0
1505,CHEMBL9967,PIRENZEPINE,4,351.41,0,1.56,Pirenzepine,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,4848,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,IC50,'>',1000000,nM,3,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,PIRENZEPINE,,3,,2,2,0,0,0,0
1506,CHEMBL349803,PIRETANIDE,4,362.41,0,2.42,Piretanide,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,4849,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3,IC50,'>',790600,nM,3.10204319,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,PIRETANIDE,,3.10204319,,3.10204319,3.10204319,0,0,0,0
1507,CHEMBL1371770,PIRIBEDIL,4,298.35,0,1.53,Piribedil,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,4850,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4850,,3.876148359,Chembl_txp_148,2.876148359,2.876148359,1,0,0,0
1508,CHEMBL295416,PIRINIXIC ACID,0,323.81,0,3.67,WY-14643,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,5694,CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C,IC50,'=',75000,nM,4.12,,,,UO_0000065,,,,,0,CHEMBL4011663,Inhibition of human BSEP expressed in fall armyworm sf9 cell plasma membrane vesicles assessed as reduction in vesicle-associated [3H]-taurocholate transport preincubated for 10 mins prior to ATP addition measured after 15 mins in presence of [3H]-taurocholate by topcount based membrane vesicle transport assay,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4011581,1,Scientific Literature,Toxicol Sci,2010,None,5694,,4.12,Chembl_txp_149,4.12,4.12,1,0,0,0
1509,CHEMBL295416,PIRINIXIC ACID,0,323.81,0,3.67,"WY-14,643",Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,5694,CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C,IC50,'=',99000,nM,4,,,,UO_0000065,,,,,0,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,5694,,4,Chembl_txp_149,4,4,1,0,0,0
1510,CHEMBL527,PIROXICAM,4,331.35,0,1.58,Piroxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,54676228,,3.876148359,243,2.876148359,2.876148359,1,0,0,0
1511,CHEMBL18442,PLERIXAFOR,4,502.8,2,0.42,Plerixafor,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,65015,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,65015,,3.876148359,637,2.876148359,2.876148359,1,0,0,0
1512,CHEMBL1397,POSACONAZOLE,4,700.79,2,4.57,posaconazole,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,468595,CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,IC50,'=',8100,nM,5.09,,,,UO_0000065,,,,,0,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,468595,,5.09,312,5.09,5.09,1,0,0,0
1513,CHEMBL6995,PRACTOLOL,4,266.34,0,1.38,Practolol,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,4883,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,IC50,'>',1000000,nM,3,>,Outside typical range,,UO_0000065,,,,,1,CHEMBL3540573,Inhibition of human BSEP expressed in plasma membrane vesicles of Sf21 cells assessed as inhibition of ATP-dependent [3H]taurocholate uptake,B,BAO_0000249,cell membrane format,Homo sapiens,None,None,Sf21,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL3526080,1,Scientific Literature,Drug Metab. Dispos.,2012,CHEMBL4106362,PRACTOLOL,,3,,2,2,0,0,0,0
1514,CHEMBL6995,PRACTOLOL,4,266.34,0,1.38,Practolol,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,4883,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,IC50,'>',1000000,nM,3,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,PRACTOLOL,,3,,2,2,0,0,0,0
1515,CHEMBL1420,PRALIDOXIME,4,137.16,0,0.32,AZ70,C[n+]1ccccc1C=NO,4884,C[N+]1=CC=CC=C1C=NO,IC50,'>',1000000,nM,3,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,PRALIDOXIME,,3,,2,2,0,0,0,0
1516,CHEMBL301265,PRAMIPEXOLE,4,211.33,0,1.58,Pramipexole,CCCN[C@H]1CCc2nc(N)sc2C1,119570,CCCN[C@H]1CCC2=C(C1)SC(=N2)N,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,119570,,3.876148359,283,2.876148359,2.876148359,1,0,0,0
1517,CHEMBL21333,PRANLUKAST,3,481.51,0,4.63,Pranlukast,O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1,4887,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,IC50,'=',2970,nM,5.53,,,,UO_0000065,,,,,0,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4887,BSEP_Txptr_Inhib_3HTch_uptake,5.53,43,5.53,5.53,1,1,0,0
1518,,pranlukast,,,,,pranlukast,O=C(Nc1cccc2c1oc(cc2=O)-c1nnn[nH]1)c1ccc(OCCCCc2ccccc2)cc1,4887,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,4887,,,,6,,,,,,,,,,,,,,,,,,,,,,,,SMDC,,,,,,4887,BSEP_Txptr_Inhib_3HTch_uptake,7.925259555,43,6,7.925259555,1,1,0,0
1519,CHEMBL367463,PRANOPROFEN,0,255.27,0,2.97,Pranoprofen,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,4888,,3.876148359,Chembl_txp_150,2.876148359,2.876148359,1,0,0,0
1520,CHEMBL690,PRAVASTATIN SODIUM,4,446.52,0,2.44,Pravastatin sodium,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],16759173,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)[O-])O)O)O.[Na+],IC50,'=',133000,nM,3.876148359,>,Outside typical range,,UO_0000065,,,,,0,CHEMBL4028921,Inhibition of human BSEP overexpressed in Sf9 cell membrane vesicles assessed as uptake of [3H]-taurocholate in presence of ATP measured after 15 to 20 mins by membrane vesicle transport assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4028801,1,Scientific Literature,Toxicol Sci,2013,None,16759173,,3.876148359,527,2.876148359,2.876148359,1,0,0,0
1521,CHEMBL976,PRAZIQUANTEL,4,312.41,0,2.53,Praziquantel,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,4891,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,IC50,'=',96800,nM,4.01,,,,UO_0000065,12.85,0.24,1.48,9.88,0,CHEMBL3540573,Inhibition of human BSEP expressed in plasma membrane vesicles of Sf21 cells assessed as inhibition of ATP-dependent [3H]taurocholate uptake,B,BAO_0000249,cell membrane format,Homo sapiens,None,None,Sf21,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL3526080,1,Scientific Literature,Drug Metab. Dispos.,2012,CHEMBL4106362,4891,,4.01,434,4.01,4.01,1,0,0,0
1522,CHEMBL976,PRAZIQUANTEL,4,312.41,0,2.53,Praziquantel,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,4891,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,IC50,'=',60270,nM,4.22,,,,UO_0000065,,,,,0,CHEMBL4017550,Inhibition of human BSEP expressed in baculovirus transfected fall armyworm Sf21 cell membranes vesicles assessed as reduction in ATP-dependent [3H]-taurocholate transport into vesicles incubated for 5 mins by Topcount based rapid filtration method,A,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL6020,Bile salt export pump,Homo sapiens,SINGLE PROTEIN,CHEMBL4017441,1,Scientific Literature,Drug Metab Dispos,2012,None,4891,,4.22,434,4.22,4.22,1,0,0,0
